Gene	SJMMALZ058765_G1	SJMMALZ058766_G1	SJMMALZ058768_G1	SJMMALZ058769_G1	SJMMALZ058771_G1	SJMMALZ058772_G1	SJMMALZ058773_G1	SJMMALZ058774_G1	SJMMALZ058775_G1	SJMMALZ058776_G1	SJMMALZ058778_G1	SJMMALZ058779_G1	SJMMALZ058780_G1	SJMMALZ058781_G1	SJMMALZ058782_G1
ENSMUSG00000076518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084913	0	0	4	0	0	1	0	0	0	10	0	0	3	0	0
ENSMUSG00000076519	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000084912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010651	276	309	400	484	235	245	374	293	448	625	215	447	286	359	251
ENSMUSG00000084915	494	406	624	743	294	634	548	397	724	820	380	704	475	570	265
ENSMUSG00000068263	967	906	922	1030	792	1108	891	844	1139	1244	648	1141	964	912	569
ENSMUSG00000084914	117	98	143	71	86	119	45	96	97	134	67	119	80	68	53
ENSMUSG00000068262	1472	1647	1915	2192	902	1250	1410	1512	1983	2436	1253	2422	1591	1892	965
ENSMUSG00000084917	25	33	41	26	21	48	21	25	38	58	19	57	36	36	17
ENSMUSG00000084916	4	5	0	1	1	0	0	0	1	0	0	1	1	0	0
ENSMUSG00000084919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084918	1	7	11	10	10	12	13	9	7	19	5	8	2	4	4
ENSMUSG00000003200	5418	6038	6423	8163	3339	4115	5073	4802	4698	7162	3720	6291	5580	5442	3480
ENSMUSG00000003206	85	64	97	87	37	67	58	89	100	230	55	168	102	85	57
ENSMUSG00000084944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084943	31	18	46	49	33	22	33	16	38	56	32	23	17	25	18
ENSMUSG00000003208	1047	919	1065	1167	602	711	650	829	917	1150	596	1090	941	932	517
ENSMUSG00000076507	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084942	1	1	8	1	22	8	7	2	13	6	1	5	4	1	0
ENSMUSG00000068232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084941	102	133	137	115	89	97	92	94	130	162	65	163	95	131	60
ENSMUSG00000068231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084940	5	5	21	13	0	5	2	0	3	8	2	3	2	9	0
ENSMUSG00000076502	0	0	0	0	0	0	0	0	0	0	1	3	14	1	1
ENSMUSG00000076503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076501	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039313	482	454	554	423	385	478	378	623	748	942	327	626	616	696	150
ENSMUSG00000039315	44	56	65	38	37	42	40	38	41	58	30	40	36	46	40
ENSMUSG00000084949	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000084948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084947	12	23	46	36	18	19	18	31	37	71	27	32	46	54	7
ENSMUSG00000039316	997	1007	896	1631	500	925	1219	726	1965	2099	761	3269	1379	1745	863
ENSMUSG00000084946	521	583	572	724	324	475	434	466	510	670	283	596	432	634	293
ENSMUSG00000076508	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084945	0	0	0	1	0	0	0	0	20	1	0	0	0	0	0
ENSMUSG00000039318	12414	14676	15006	13248	8980	12400	9470	12512	13105	18890	8193	13302	11905	14434	6584
ENSMUSG00000076509	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0
ENSMUSG00000039309	8	33	5	12	3	12	10	2	23	38	19	23	3	9	0
ENSMUSG00000012777	9	9	8	24	7	4	8	15	11	9	8	20	21	4	4
ENSMUSG00000084931	295	316	368	318	141	290	203	303	325	363	203	431	275	235	157
ENSMUSG00000068243	91	116	103	135	57	75	101	99	176	202	96	219	127	124	72
ENSMUSG00000084930	36	50	80	98	54	58	51	48	66	98	28	83	52	50	39
ENSMUSG00000084933	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000068245	69	107	152	165	50	90	38	164	234	559	43	444	319	381	77
ENSMUSG00000084932	8	10	16	17	8	15	10	24	43	61	9	42	11	39	6
ENSMUSG00000068246	18	19	14	8	9	25	26	20	14	21	5	42	31	18	10
ENSMUSG00000084939	1	13	14	13	1	3	0	8	11	7	2	12	2	2	2
ENSMUSG00000039304	696	376	651	665	399	700	524	696	979	1090	545	788	752	777	426
ENSMUSG00000084938	60	18	18	73	40	46	26	16	86	41	10	38	17	33	13
ENSMUSG00000084935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039308	3066	3007	3835	4266	1915	2340	2762	2783	3388	4730	2126	4084	3176	3314	2090
ENSMUSG00000084934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039307	5239	5860	6655	9006	3807	4950	5781	4800	6484	8280	4281	7415	5233	5734	3560
ENSMUSG00000084937	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068240	9810	8623	9843	12093	4933	7443	7885	8921	10165	14720	6370	12961	8495	10421	5649
ENSMUSG00000003226	14833	16266	18790	15588	9952	14015	11396	13594	15586	20102	8987	16286	13804	15691	7714
ENSMUSG00000003227	57	28	103	58	35	50	40	48	109	42	37	38	63	33	24
ENSMUSG00000003228	2590	3438	2936	3913	1573	2186	1945	1377	2114	2973	1675	2385	1746	1921	1131
ENSMUSG00000054568	3	2	0	1	0	1	2	1	2	4	0	4	1	0	1
ENSMUSG00000076564	0	0	0	0	4	6	0	0	0	0	9	12	36	0	0
ENSMUSG00000068219	3	2	1	20	0	1	4	2	0	9	2	10	0	1	1
ENSMUSG00000076565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068218	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000076562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076563	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084969	0	0	3	10	6	1	1	1	14	3	0	0	5	2	0
ENSMUSG00000084967	13	2	16	17	4	15	4	3	11	31	15	20	13	22	6
ENSMUSG00000084968	100	86	102	107	45	115	91	102	130	156	71	88	127	141	19
ENSMUSG00000084961	1	0	0	0	1	0	0	1	1	1	1	1	5	0	0
ENSMUSG00000076569	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076568	0	0	0	0	0	0	7	0	0	0	0	1	1	0	0
ENSMUSG00000076567	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0
ENSMUSG00000084960	13	12	11	4	9	3	2	20	14	10	9	12	23	24	3
ENSMUSG00000076566	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSMUSG00000084965	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000084966	1	1	0	0	6	0	0	0	0	5	0	0	0	0	0
ENSMUSG00000084963	0	0	1	0	0	0	0	0	0	1	16	0	0	1	0
ENSMUSG00000084964	24	28	67	32	18	19	24	34	35	99	24	65	31	42	8
ENSMUSG00000017009	7294	7897	10413	10247	3874	5031	6668	6169	9694	10994	4055	11513	8188	11238	4113
ENSMUSG00000076550	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000017007	115	185	97	225	59	101	127	67	176	203	112	167	106	170	49
ENSMUSG00000003234	10435	11793	13109	13718	7569	9861	9268	9882	10593	14645	7531	12305	10661	11086	7328
ENSMUSG00000054555	680	740	879	1039	335	557	358	319	883	724	385	833	667	891	299
ENSMUSG00000076551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003235	8705	9379	10683	11036	6014	7759	7324	7698	8773	11375	5681	9727	7818	8231	5587
ENSMUSG00000054556	284	554	605	577	261	270	359	257	594	493	329	443	273	354	229
ENSMUSG00000068228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076552	0	0	0	1	1	9	0	0	0	0	0	0	0	0	0
ENSMUSG00000076553	0	0	1	0	0	0	0	0	0	0	0	2	1	1	4
ENSMUSG00000017004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003233	8833	9088	10440	10907	5997	7179	7805	8528	8045	11030	6158	8171	8519	8484	5560
ENSMUSG00000076554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017003	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
ENSMUSG00000017002	36	54	65	73	25	33	23	32	56	42	20	67	34	62	26
ENSMUSG00000017000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084956	2	0	2	6	0	0	0	4	2	4	1	7	1	3	0
ENSMUSG00000084957	5399	5199	6884	6349	3604	4907	4357	4782	5533	7027	3480	6284	4811	4672	3497
ENSMUSG00000084958	4	1	6	4	0	1	5	7	0	8	1	1	1	2	4
ENSMUSG00000084959	17	21	19	19	15	2	27	29	32	49	5	16	10	32	6
ENSMUSG00000076556	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0
ENSMUSG00000076555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084950	1238	1363	1813	2174	1018	1555	1336	1198	1770	2077	1059	1460	962	1200	778
ENSMUSG00000068226	49	41	52	54	24	31	49	18	33	53	31	46	23	10	25
ENSMUSG00000076558	0	0	1	0	0	3	0	4	0	0	0	0	0	15	0
ENSMUSG00000084951	5	4	12	4	3	2	2	8	6	4	1	6	2	2	1
ENSMUSG00000068227	88	27	28	23	8	32	15	31	36	79	7	99	25	103	9
ENSMUSG00000076557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084952	214	113	260	172	192	160	129	152	144	243	178	124	220	183	119
ENSMUSG00000068220	1676	2028	1839	3144	1181	1492	1419	1251	2414	2592	1115	2538	1634	2270	1163
ENSMUSG00000068221	6673	7706	8221	11422	4815	6493	6590	6231	6557	9619	5753	7777	6145	6266	4738
ENSMUSG00000084954	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ENSMUSG00000084955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084980	9	14	20	11	3	13	3	6	5	4	3	6	12	10	0
ENSMUSG00000076542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076543	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0
ENSMUSG00000054588	86	84	183	258	74	94	31	167	248	383	106	410	532	409	57
ENSMUSG00000076540	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ENSMUSG00000054589	34	15	40	24	23	34	32	79	51	48	30	42	30	51	13
ENSMUSG00000076541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084989	19	17	7	9	20	25	62	7	228	37	2	177	24	66	15
ENSMUSG00000084987	4	0	8	15	2	8	0	2	42	4	1	9	0	6	2
ENSMUSG00000054582	136	79	143	133	107	84	108	65	75	146	47	79	96	94	48
ENSMUSG00000084985	2	0	4	3	0	0	3	0	10	0	0	0	2	8	1
ENSMUSG00000076549	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054580	119	82	126	157	53	106	61	94	145	133	65	160	83	93	54
ENSMUSG00000076548	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084983	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000076547	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084984	12	10	9	8	4	13	10	22	26	36	3	8	9	24	3
ENSMUSG00000084981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076545	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0
ENSMUSG00000084982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068206	8837	9197	10379	11684	5920	8038	8085	8097	9028	12725	6331	10427	8025	8375	5915
ENSMUSG00000076530	0	1	0	4	0	0	0	0	7	0	0	20	0	1	0
ENSMUSG00000054579	2	5	6	4	1	13	2	4	8	8	2	25	6	16	10
ENSMUSG00000076531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084978	2	0	1	3	0	4	1	0	0	2	0	0	1	4	3
ENSMUSG00000084979	80	52	81	55	56	69	67	100	79	119	85	75	66	81	37
ENSMUSG00000084974	272	298	395	435	158	234	303	256	324	430	184	357	234	253	223
ENSMUSG00000076538	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
ENSMUSG00000084975	16	15	13	15	15	19	11	5	18	37	3	20	12	16	6
ENSMUSG00000084976	4	3	4	5	3	4	1	2	13	7	2	8	2	6	0
ENSMUSG00000068200	1265	1555	1616	1649	848	1307	1096	1002	1082	1559	867	1543	1109	1178	897
ENSMUSG00000084977	304	384	378	529	162	245	276	268	255	457	236	373	222	242	252
ENSMUSG00000076539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084970	25	29	44	25	22	44	35	35	55	55	11	47	17	39	3
ENSMUSG00000076534	1	0	0	4	0	0	0	0	0	0	0	0	6	0	0
ENSMUSG00000084971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084972	1168	1108	1525	1272	1032	1153	920	1157	1209	1633	837	1241	991	1017	703
ENSMUSG00000076536	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000084973	39	42	50	37	48	53	55	57	38	75	36	31	37	53	32
ENSMUSG00000068205	8239	10213	9879	9410	5922	8813	5955	7286	8339	10808	5923	8867	6547	7713	4912
ENSMUSG00000076535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010476	152	106	187	171	73	142	73	134	256	529	66	474	215	309	51
ENSMUSG00000040824	4010	4254	4691	6070	2586	3621	3419	3561	4163	5788	2850	5178	3636	3790	2878
ENSMUSG00000003178	5450	5604	6857	5166	3866	4553	4244	5740	4389	6400	3091	4991	4957	5011	3150
ENSMUSG00000068407	0	4	0	1	2	0	1	0	1	11	0	1	4	0	0
ENSMUSG00000040828	208	229	291	470	177	196	188	204	198	413	174	288	225	220	162
ENSMUSG00000040829	143	179	189	288	69	89	106	119	183	400	113	353	212	256	85
ENSMUSG00000040822	2076	2340	2358	2607	1326	1693	1508	1812	1826	2491	1290	2323	2041	2134	1264
ENSMUSG00000040820	2639	2824	3412	2741	2055	2498	1950	2604	2721	3238	1720	3119	2426	2053	1845
ENSMUSG00000040813	8289	9051	9501	12354	5734	7404	6577	7501	8868	11660	5891	9799	7947	8284	5229
ENSMUSG00000058908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000040818	4209	4479	5340	4913	2699	4146	3596	3932	4844	6433	2707	5687	3901	4903	2654
ENSMUSG00000003166	12856	15427	17009	18758	9359	12135	11378	11605	13203	17663	9688	16353	12822	13124	8884
ENSMUSG00000058900	554	570	652	674	400	518	397	485	550	863	338	687	553	590	351
ENSMUSG00000003161	7279	8147	9108	10313	4831	7165	6579	6358	9187	11407	5530	10156	8207	8456	4906
ENSMUSG00000058905	3243	2635	3062	4174	1856	2574	2552	3140	3567	4889	2127	4566	3072	3599	1983
ENSMUSG00000058904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040811	19489	22617	23719	28449	15992	19783	21234	20141	18712	29222	14474	25787	21135	23748	14789
ENSMUSG00000012705	78	58	109	145	26	56	86	49	75	106	39	91	74	75	27
ENSMUSG00000040812	225	161	166	249	55	147	202	110	608	293	52	390	245	172	114
ENSMUSG00000058906	4	0	3	1	0	0	0	13	5	7	1	2	3	22	0
ENSMUSG00000039488	571	778	676	757	388	563	419	262	689	891	529	462	446	693	230
ENSMUSG00000010492	225	294	367	463	179	269	347	229	393	482	211	339	245	289	139
ENSMUSG00000039481	112	42	115	51	79	62	97	141	190	148	13	137	166	123	55
ENSMUSG00000039480	342	282	498	428	226	337	314	366	814	705	240	565	401	455	219
ENSMUSG00000039483	5278	6123	5912	7549	3557	4966	4195	4928	5013	7084	3702	6205	4766	4957	3432
ENSMUSG00000039485	71203	76595	95498	86488	54640	69434	58632	72017	72528	97403	53633	77602	75687	74549	48810
ENSMUSG00000040808	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
ENSMUSG00000068428	88	179	146	230	101	112	81	122	797	154	109	137	64	89	59
ENSMUSG00000040809	3	5	2	0	1	4	1	0	8	10	0	13	12	7	10
ENSMUSG00000068426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003154	7344	8360	9082	10245	5014	6259	6590	6096	7181	9418	5097	8732	7276	7672	4966
ENSMUSG00000003153	26001	37058	34103	41236	18555	24218	21839	19628	22674	34193	19895	27584	24722	23999	16667
ENSMUSG00000039492	303	671	598	719	374	487	466	258	264	565	384	460	491	318	273
ENSMUSG00000039497	902	1188	1184	1578	544	952	756	650	976	1243	626	1282	970	1195	624
ENSMUSG00000039496	182	206	356	257	169	259	185	271	277	399	156	293	345	217	161
ENSMUSG00000068417	159	129	109	164	64	89	126	163	267	172	89	296	167	105	92
ENSMUSG00000039462	39	20	14	21	6	18	8	5	2	21	9	17	3	4	3
ENSMUSG00000039463	7204	6379	9352	8342	5189	6743	6511	7592	7695	10486	4959	8717	6715	7522	4785
ENSMUSG00000039461	3669	3883	4600	5317	2740	4168	3468	3730	4699	6193	2853	5362	3832	3786	2550
ENSMUSG00000039476	112	176	152	250	75	113	136	116	201	232	51	335	113	380	96
ENSMUSG00000039473	12437	15473	16152	16476	8344	11382	11119	10590	11185	17513	8953	13934	11639	12336	7871
ENSMUSG00000039474	14690	25803	19537	37726	8324	13052	11225	8869	18251	19185	13484	19159	14570	14984	9186
ENSMUSG00000039470	12348	11374	13503	10760	7495	12207	8046	9830	11415	13574	7705	10053	7471	8404	6808
ENSMUSG00000039477	10811	11249	11905	13448	7550	9462	9258	10048	10544	13316	7764	10495	10290	10271	6860
ENSMUSG00000039478	17171	18685	23068	17176	13548	18485	14219	17907	16965	22604	11859	18905	14710	16742	12115
ENSMUSG00000039449	8743	10428	11906	10769	5960	8358	7405	7463	8696	11991	6045	10152	8077	8763	5562
ENSMUSG00000003198	1019	770	1151	1037	577	746	693	971	996	1263	522	1099	749	862	530
ENSMUSG00000003199	8938	9202	10729	14543	6451	7953	8459	7891	8970	13447	6666	11005	7922	8599	5625
ENSMUSG00000076604	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000039450	584	536	681	726	369	447	554	499	759	1098	341	978	717	870	392
ENSMUSG00000076603	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSMUSG00000076606	0	0	0	0	0	0	0	0	4	1	0	0	3	1	0
ENSMUSG00000076605	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
ENSMUSG00000076600	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000076602	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
ENSMUSG00000039452	2032	1891	2387	2843	1219	1641	2041	1889	2201	3132	1320	2587	1988	2343	1315
ENSMUSG00000076601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039457	146	138	224	139	97	205	196	144	329	357	240	1440	370	930	160
ENSMUSG00000039458	9464	14901	14467	14803	7490	9220	8993	8718	8390	14169	7786	11732	10378	10145	6693
ENSMUSG00000039456	3469	4290	4658	4625	2881	3678	3161	3190	4024	5751	2504	4784	3534	4263	2209
ENSMUSG00000003190	140	134	189	250	91	119	184	136	250	281	109	276	207	208	118
ENSMUSG00000076608	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000076607	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000076609	10	12	34	45	15	76	30	43	79	15	49	186	251	27	37
ENSMUSG00000003184	3580	3391	3692	4712	1811	2553	3132	2991	3677	4659	2300	4337	3395	3779	2282
ENSMUSG00000005474	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000061451	39639	42794	44669	53195	29095	37356	34869	35828	35828	52051	29665	42931	38340	36317	27123
ENSMUSG00000005470	69	86	95	71	44	62	49	119	114	94	64	187	66	102	46
ENSMUSG00000058979	6860	7089	7843	9812	4207	5515	6375	5897	5791	8856	4440	7658	6303	6392	3851
ENSMUSG00000058975	49179	42182	56241	50899	35768	41858	39696	57250	41803	61988	30235	44697	44337	42901	31990
ENSMUSG00000058976	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSMUSG00000061455	3839	3967	5264	4385	3072	4490	3662	4590	4948	6867	2642	5150	3819	5006	2180
ENSMUSG00000061452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061458	3950	4589	4623	5270	2849	3672	3305	3482	3385	4890	2796	4240	3679	3649	2479
ENSMUSG00000061457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040896	9767	14875	14544	15969	6978	9930	7874	7053	10072	13896	7578	11900	10660	10950	4787
ENSMUSG00000005469	29553	34989	37601	43112	21920	29915	25212	26180	28519	39336	22780	33530	30477	28458	20780
ENSMUSG00000040899	32	1	8	2	0	8	4	2	1	6	1	24	10	1	1
ENSMUSG00000005465	57	50	63	131	26	45	53	34	58	124	40	116	69	72	27
ENSMUSG00000058981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040891	0	2	0	5	2	3	3	5	2	10	3	5	2	2	3
ENSMUSG00000040888	1757	1928	1898	2519	1224	1669	1561	1686	1893	2696	1218	2355	1771	1855	1195
ENSMUSG00000040883	1991	1802	2057	2612	1173	1519	1589	1673	2576	2983	1203	2822	1851	2074	1213
ENSMUSG00000058952	1	6	9	2	1	6	3	4	9	10	2	3	3	0	4
ENSMUSG00000058953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047799	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000047798	24	11	52	70	9	15	11	143	308	560	12	330	168	258	32
ENSMUSG00000047797	1387	558	931	793	833	1335	1703	1759	2921	2527	588	4436	1895	3109	1364
ENSMUSG00000061479	6899	6842	7224	9672	4060	5473	4967	4988	6376	8392	4758	7715	6184	6049	4093
ENSMUSG00000061477	13846	13849	17319	20083	8956	11939	13020	13879	17732	24402	10265	21047	13942	16960	9451
ENSMUSG00000047794	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000061474	2468	2599	3109	3066	1643	2460	2066	2603	2636	3463	1838	3020	2532	2389	1843
ENSMUSG00000047793	2848	2879	3239	4280	1921	2693	2212	2266	5092	3883	1587	3978	3292	4567	1583
ENSMUSG00000061462	1405	1574	1380	1453	1108	1441	1462	1498	1769	2085	1164	1570	1070	1310	1073
ENSMUSG00000061461	5752	5619	7078	6961	4124	5539	4694	5706	6688	8713	3903	7341	5292	5763	3251
ENSMUSG00000005442	40510	41954	46567	56539	26584	34134	35697	37457	37999	60517	29781	46581	42060	44599	27206
ENSMUSG00000040877	1018	1061	1228	1610	748	871	821	910	1021	1358	767	1312	1039	953	648
ENSMUSG00000040875	5391	7260	7231	7750	4436	5679	4863	5110	5207	7594	4393	5035	5316	5604	3824
ENSMUSG00000005447	927	1310	1576	2329	774	1078	1047	1226	1330	1947	999	1391	1391	1268	706
ENSMUSG00000058966	11330	10713	12834	14593	8059	9324	10634	11558	8555	15184	7385	11559	12011	11415	7517
ENSMUSG00000047787	7127	9631	8545	9906	5548	6413	6274	5672	5686	8509	5451	6371	7684	6524	5329
ENSMUSG00000047786	9842	11428	12775	13852	5840	9156	8292	7043	8879	15752	7346	13184	9019	9246	5659
ENSMUSG00000061468	1699	1921	1929	2213	1208	1464	1345	1464	1734	2142	1125	1883	1742	1688	1092
ENSMUSG00000047789	1053	1111	1153	1032	651	1081	766	1159	1133	2056	566	1423	980	1413	467
ENSMUSG00000061469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040860	17192	15854	18877	26501	10221	12057	15283	12860	18924	21643	11625	19696	12525	15581	9309
ENSMUSG00000007613	3952	4682	5450	6380	2711	3371	3815	5141	6883	13680	2609	10539	5833	8271	2195
ENSMUSG00000058934	0	0	3	0	0	0	0	0	0	12	0	1	0	1	0
ENSMUSG00000007610	4688	4356	5118	5615	3122	4180	4095	4522	4417	6536	3344	5439	4418	4579	3155
ENSMUSG00000058935	12	2	3	6	3	16	7	10	16	22	2	14	7	16	10
ENSMUSG00000040865	5003	5643	6472	6904	3578	4952	4387	5107	6098	8397	3415	6221	4778	6523	2754
ENSMUSG00000007617	43094	50386	40971	43045	16424	25014	23736	26246	21773	39539	17511	35022	37546	25377	15457
ENSMUSG00000040867	22895	23860	27174	36275	15252	19148	20181	18623	17323	29148	17283	21498	18636	17744	14765
ENSMUSG00000040866	53	39	50	45	24	43	46	31	37	52	46	48	23	33	37
ENSMUSG00000047773	60	51	77	16	9	74	41	28	249	69	41	53	23	46	6
ENSMUSG00000061411	11135	17390	13413	20023	8288	11627	11441	9363	10524	17523	9613	13651	10339	10331	8441
ENSMUSG00000061410	16357	18600	19422	22900	10831	14310	14320	13238	15793	21539	11033	18523	14397	15596	10326
ENSMUSG00000047777	2423	3805	3874	5250	2123	2956	3241	2763	3027	5068	2729	3679	2962	3038	2338
ENSMUSG00000061414	129	88	175	84	94	160	95	211	165	237	77	132	117	111	70
ENSMUSG00000058932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040852	2272	2056	2419	2595	1347	1834	1984	1748	2240	3433	1298	2941	2560	2613	1277
ENSMUSG00000040850	8622	8937	11231	10307	6310	8919	7964	9828	9727	13438	5606	10221	8157	10237	5367
ENSMUSG00000058945	1	0	0	0	0	1	6	3	1	4	0	4	4	8	0
ENSMUSG00000040856	213	170	129	394	59	196	224	73	261	290	173	792	213	150	108
ENSMUSG00000007603	11821	10862	12517	16827	7726	9684	10126	10875	11360	16888	8279	13239	10589	11214	7196
ENSMUSG00000040855	25433	32801	35989	29326	21004	28829	21691	24687	26900	36562	20598	26227	23073	25374	16142
ENSMUSG00000058949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040859	9200	10531	11545	12268	6443	9148	8359	8076	8969	13040	6817	10865	7931	8894	6452
